P056 三十课-人类为什么需要影视剧30
[00:53:04.614–00:53:06.636] 有8个会跟我讲。
[00:53:07.110–00:53:08.492] 想写一个悬疑故事。
[00:53:11.078–00:53:12.556] 我想写一个悬疑类的故。
[00:53:16.614–00:53:19.436] 悬疑类的故事是最不应该。
[00:53:19.942–00:53:20.716] 写的故事。
[00:53:21.414–00:53:25.900] 最不应该先写的故事，因为悬疑啊是你的自海。
[00:53:27.494–00:53:28.428] 是你的期待。
[00:53:30.054–00:53:31.116] 观众啥也不知道。
[00:53:31.974–00:53:36.300] 然后呢，你在这个过程中，在写的过过程中，拍的过程中。
[00:53:37.254–00:53:44.684] 特你特别的爱你自己，你你觉得你的智商比观众高，你掌控于他们与鼓掌间。
[00:53:45.510–00:53:46.668] 你觉得特别的爽。
[00:53:47.366–00:53:49.004] 但问题你忘了一件事情啊。
[00:53:49.798–00:53:52.108] 观众才是买单的那个人呀。
[00:53:53.222–00:53:56.460] 你要让他爽呀，要让他看呀。
[00:53:57.446–00:54:06.668] 所以悬疑片是最不讨喜的一类片子，除非你有其他方面过人的本事。比如说你的影像风格。
[00:54:07.238–00:54:08.588] 比如说你的演员阵容。
[00:54:09.286–00:54:15.404] 或者是你的讲故事的方式，你真的能够让他心甘情愿的觉得。
[00:54:15.942–00:54:17.964] 你真牛逼，我服了。
[00:54:20.678–00:54:21.836] 否则的话，不要这么做。
[00:54:23.110–00:54:24.364] 新人初学者。
[00:54:24.902–00:54:28.044] 从业前20年不要去写悬疑悬疑片。
[00:54:29.414–00:54:29.964] 那是。
[00:54:30.630–00:54:32.396] 反人性的一种做法。
[00:54:32.998–00:54:48.460] 秀你的智商，秀你的爽感，让你觉得你比观众强，让你觉得那你你你你确实做到了爱你自己了，对吧？那你让观众咋整呢？你是挺爱你自己呀，对吧？那观众爱谁去？
[00:54:49.446–00:54:50.284] 观众爱谁去。
[00:54:50.886–00:54:55.820] 你的想象里面肯定观众得爱你，观众会觉得哇，这个编剧智商好高啊，我服赖。
[00:54:57.062–00:54:58.764] 他他他没别的事干了吗？
[00:55:00.166–00:55:01.228] 他没别的事干了吗？
[00:55:02.246–00:55:03.532] 他玩会抖音不好吗？
[00:55:04.294–00:55:05.420] 他来看你秀智张。
[00:55:07.750–00:55:08.876] 所以说啊这。
[00:55:09.702–00:55:10.444] 题外话啊。
[00:55:11.238–00:55:11.884] 我们说。
[00:55:12.358–00:55:14.828] 观众最愿意验证的期待是哪种呢？
[00:55:15.814–00:55:18.860] 他可预期范围内的期待。
[00:55:20.806–00:55:26.156] 当然啊，我不是说让你们写到最后那个结果如他所料。
[00:55:26.758–00:55:27.948] 我没有这个意思。
[00:55:29.958–00:55:31.116] 我是让。
[00:55:31.718–00:55:35.084] 观众有一个可预期范围内的期待。
[00:55:36.774–00:55:44.012] 你最后给出的这个期待呢，跟他预期范围内的大范围是一致的。但是呢哎。
[00:55:44.934–00:55:45.836] 有创新。
[00:55:46.342–00:55:47.724] 这是最好的结果呀。
[00:55:48.422–00:55:49.036] 明白吧？
[00:55:49.958–00:55:50.604] 明白吧？
[00:55:51.142–00:55:56.972] 不是说给最后给到一个所有人都想到的结局，这就叫满足观众了。不是这个意思啊。
[00:55:57.862–00:56:02.764] 是让观众有一个期待范围，然后你在这个范围里面进行创新。
[00:56:03.526–00:56:04.268] 进行创新。
[00:56:10.022–00:56:11.980] 嗯，举个例子啊。
[00:56:13.190–00:56:14.540] 嗯，再讲一个概念啊。
[00:56:15.014–00:56:19.532] 在这里啊讲到观众期待啊，再给大家讲一个概念，有个概念叫。
[00:56:23.750–00:56:25.036] 叫期待。
[00:56:26.790–00:56:28.524] 期待世域玉有没有撇？
[00:56:29.702–00:56:38.924] 来有个概念叫期待失欲。就说你看啊我们说观众有一个可期待范围内的结果，对吧？
[00:56:39.462–00:56:41.388] 那我们他妈怎么知道观众期待什么？
[00:56:43.910–00:56:45.516] 我们怎么知道观众7白？
[00:56:47.814–00:56:48.684] 这个东西吧。
[00:56:49.958–00:56:56.652] 就叫期待食欲，就是观众人呢大概会期待的范围啊是差不多的。
[00:56:57.766–00:56:58.636] 是差不多的。
[00:56:59.302–00:57:03.212] 人的期待啊跟受教育程度。
[00:57:03.846–00:57:08.396] 你生长的环境，所以这个宗教信仰是有关系的。
[00:57:10.406–00:57:15.852] 所以就叫期待私欲。就比如说啊东方人跟西方人的期待私欲啊肯定是不太一样。
[00:57:17.158–00:57:21.772] 人类啊肯定有共同的期待食欲，这个是肯定的。比如说啊。
[00:57:22.726–00:57:26.860] 爱你的妈妈，这个相信是全人类共同的期待是语。
[00:57:27.494–00:57:33.868] 对吧这个就是共同的期待事。但是呢东西方会有微小的差别在某些具体的领域。
[00:57:34.726–00:57:39.500] 比如说我们经常遇到的啊，我们在实战中经常遇到，比如说战争片。
[00:57:40.070–00:57:42.220] 我跟你讲，东西方的战争片的。
[00:57:43.142–00:57:44.300] 期待就完全不一样。
[00:57:45.478–00:57:46.828] 你去看美国的战争片。
[00:57:47.686–00:57:50.508] 美国的战争片全主题都是反战。
[00:57:52.358–00:57:53.868] 庇护室都是回家。
[00:57:55.046–00:57:56.300] 你们回去看一看。
[00:57:56.966–00:58:02.124] 看一看那些美国的战争片，它的主题都是反战，逼故时是回家。
[00:58:06.534–00:58:07.596] 中国的战争片呢。
[00:58:08.614–00:58:12.428] 如果出现这种主题，就要挨骂了，就要扑街了。
[00:58:13.222–00:58:15.948] 中国的战争片主题是保驾卫国。
[00:58:17.286–00:58:18.252] 保家卫国。
[00:58:19.878–00:58:30.604] 对吧美国的战争片里面的主角是我打的这场仗，我再也不想打了，对吧？我想回家，我想过平安的日子。中国的战争片是敌人如果来我还打。
[00:58:31.622–00:58:34.188] 吧大到最后一颗子弹。
[00:58:35.206–00:58:40.300] 一滴血盖死他对吧？这是我们。
[00:58:40.806–00:58:44.076] 东方的战争战争线的。
[00:58:45.030–00:59:03.180] 期待好吧，这就是我们说期待世欲啊是跟人的这个这个这个文化背景啊有一微小的区别的。你要了解这个概念啊，了解这个概念啊，不能说你看啊这个这个这个我就不说哪部片子了，反正是有一部著名的战争片，咱们中国的。
[00:59:04.102–00:59:05.196] 他来套用。
[00:59:06.214–00:59:07.564] 美国这套。
[00:59:08.230–00:59:09.324] 这个这个这个。
[00:59:12.134–00:59:12.716] 概念。
[00:59:13.510–00:59:14.508] 营造了。
[00:59:15.398–00:59:16.076] 一个。
[00:59:17.158–00:59:18.188] 反战的主题。
[00:59:19.942–00:59:21.324] 就导致。
[00:59:21.958–00:59:22.892] 误判了。
[00:59:23.558–00:59:29.100] 咱们中国观众的期待食欲，而且那个战争边还还很重要，因为它是。
[00:59:29.990–00:59:33.132] 相当于很献礼的一献礼的一个片子啊。
[00:59:34.022–00:59:47.980] 这个这个这个就搞错这个事儿，大家要了解一下这个情这个东西啊，期待诗欲是不太一样的。东西方啊或者是每每一种文化或者随着年代都不太一样，明白吧？随着年代的变化都不太一样。
[00:59:49.222–00:59:50.796] 这个人的这个期待。
[00:59:51.334–00:59:54.348] 这个虽然年代都都不太一样。我那天在。
[00:59:55.526–00:59:56.236] 那天在。
[00:59:56.998–00:59:57.932] 对对对对对对。
[00:59:58.886–01:00:01.804] 开车的时候听听听到一首老老歌。
[01:00:02.822–01:00:09.708] 我小时候听的时候，我觉得这首歌挺好听的呀，没有任何问题，对吧？台湾女女女歌手刘若英唱的。
[01:00:10.598–01:00:12.748] 直接说吧，反正留人现在也不太差了。
[01:00:13.766–01:00:21.100] 刘刘若英唱的歌，我小时候觉得挺好听。现在听我听里面的歌词，我觉得我天哪这虎狼之词啊。
[01:00:22.502–01:00:26.604] 放在现在，如果是现在某个歌手唱这种歌，简直会被。
[01:00:27.686–01:00:29.100] 会被女网友骂死。
[01:00:30.278–01:00:31.404] 会觉得你怎么这么贱。
[01:00:32.614–01:00:34.220] 我们女人就应该这么贱吗？
[01:00:34.854–01:00:40.364] 就是就是完全反语权，你们明白这个意思吧？
[01:00:42.054–01:00:49.676] 你看这就是年代的差异，对吧？我们说有地域的差异，有年代的差异，这很正常啊，大家要了解一下来，我们回来说。
[01:00:51.142–01:00:55.660] 我们一个影视作品要营造一个观众预期范围内的期待。
[01:00:57.510–01:01:00.332] 预期范围内的期待能够解决我们。
[01:01:01.862–01:01:03.532] 一定程度缺乏参与感的。
[01:01:05.862–01:01:06.572] 需要参与员。
[01:01:07.718–01:01:14.732] 我们说事情都是留两面的对吧？影视这个艺术它的优点全面。
[01:01:15.654–01:01:16.620] 有冲击力。
[01:01:17.126–01:01:19.468] 花里胡哨的啥玩意儿都有。
[01:01:20.134–01:01:27.980] 对吧给你造的让你没看你让你看什么没见过的东西，让你爽感十足。但是呢缺点就是。
[01:01:29.286–01:01:30.156] 参与感。
[01:01:32.358–01:01:34.220] 脚啊，你才敢。
[01:01:35.622–01:01:51.404] 参与感弱，嗯也也也也也不行啊，都你说了算了，是吧？这个这个互动呀，我们说首先所有的艺术都是交互的，因为它本身就是语言表达的一个一个补充嘛，语言表达为了为了啥？为了沟通啊。
[01:01:52.230–01:01:59.436] 你我我你你我我就我去看那电影，俩人挣到光你说我我啥也没干，光你说。
[01:02:00.998–01:02:02.668] 对吧那样肯定不行。
[01:02:03.366–01:02:04.364] 所以说这就是。
[01:02:05.254–01:02:06.092] 弥补这个。
[01:02:06.822–01:02:10.860] 弥补参与感。我们说所有的东西啊实际上都是这样啊都是这样。
[01:02:11.718–01:02:12.332] 从。
[01:02:13.030–01:02:17.740] 从这个这个这个发挥他的优势，弥补他的劣势。
[01:02:19.142–01:02:20.268] 本身就是一个平衡。
[01:02:21.030–01:02:22.060] 来，我们说。
[01:02:22.886–01:02:24.492] 我们就从这一点入手。
[01:02:24.998–01:02:25.836] 如何？
[01:02:27.206–01:02:28.044] 让观众。
[01:02:28.838–01:02:29.900] 产生一个。
[01:02:31.014–01:02:32.076] 可预期的。
[01:02:33.382–01:02:33.900] 期待。
[01:02:35.238–01:02:48.044] 产生一个他想要去验证的期待啊，这里插一句啊，我们之前讲过那个呃故事的结构的时候，我们说故事有三幕式嘛，其实。
[01:02:48.614–01:02:56.844] 故事的三三部分也是从观众的角度来讲，其实就是我们叫吸引。
[01:02:57.382–01:02:58.508] 日期。
[01:03:00.486–01:03:01.260] 和满足。
[01:03:03.462–01:03:23.804] 这不就是整个我们说从观众的角度，从观众审美的角度的一个心理过程吗？他首先被你吸引了，然后产生了预期，然后最后得到了满足。我们说我什么为什么会满足呢？是因为在他可预期的范围内有跟他想的不那么一样，不完全一样，好吧，那我们今天着重。
[01:03:24.262–01:03:29.164] 要给大家解决的是预期问题，预期问题就什么样的预期？
[01:03:31.494–01:03:38.316] 能够带来追索型的注意力，持续的注意力，对吧？带来A乘以T呢。
[01:03:38.950–01:03:40.204] 然后他现在成立type呢。
[01:03:44.230–01:03:45.196] 我们从。
[01:03:46.694–01:03:47.756] 现实生活中。
[01:03:48.358–01:03:53.964] 就可以学到一些就可以学到一些。这个我线下课的时候给大家讲过，我今天再讲一下。
[01:03:54.726–01:03:58.188] 啥呢？我们说我们早上去遛弯。
[01:03:58.886–01:04:00.300] 我们早上去遛弯。
[01:04:02.086–01:04:06.380] 咱们门口啊有条通汇河，对吧？早上去遛弯。
[01:04:09.510–01:04:12.396] 我每天早上出去遛弯的时候啊，我就会发现。
[01:04:13.190–01:04:14.956] 哪里聚集着一群人？
[01:04:16.966–01:04:19.692] 哪里就产生了追索型注意力？
[01:04:25.286–01:04:26.668] 至少有这么几种模型。
[01:04:28.742–01:04:29.420] 第一种。
[01:04:29.958–01:04:30.892] 通会河边。
[01:04:31.622–01:04:32.780] 有老头钓鱼。
[01:04:36.294–01:04:37.964] 有一个老头在钓鱼。
[01:04:39.238–01:04:42.252] 拎着个桶拿着个杆儿，对吧？坐在那钓鱼。
[01:04:42.886–01:04:48.556] 旁边永远围着几个小青年或者是老头儿，以男性为主。
[01:04:49.254–01:04:50.124] 在那看。
[01:04:51.206–01:04:52.204] 在那看他钓鱼。
[01:04:53.190–01:04:54.380] 这群人的。
[01:04:55.558–01:04:56.748] 注意所行注意力。
[01:04:57.286–01:04:58.124] 被这个老头儿。
[01:04:58.790–01:04:59.532] 拿下。
[01:05:01.094–01:05:02.572] 成功拿下，对吧？
[01:05:03.142–01:05:03.724] 这是一种。
[01:05:05.190–01:05:05.740] 还有。
[01:05:06.246–01:05:08.396] 早上遛弯，接着往前走。
[01:05:09.030–01:05:10.220] 还有一种模型。
[01:05:14.470–01:05:15.596] 老头儿下棋。
[01:05:17.126–01:05:19.180] 两个老头在这下棋。
[01:05:21.030–01:05:22.764] 然后旁边也围着一群人看。
[01:05:24.454–01:05:25.580] 也围着一群人看。
[01:05:26.886–01:05:28.044] 获得了大家的。
[01:05:29.062–01:05:29.836] A和T。
[01:05:32.486–01:05:34.732] 第三种模型常见模型啊。
[01:05:37.798–01:05:39.212] 有个老头掉坑里了。
[01:05:41.478–01:05:44.716] 对吧随便什么坑，马路上有个坑或者下水道。
[01:05:45.222–01:05:47.468] 或者河里，老头掉进去了。
[01:05:48.870–01:05:49.932] 肯定一群人围着看。
[01:05:51.046–01:05:52.204] 咱别说老头了。
[01:05:52.742–01:05:54.156] 掉进去一只猫。
[01:05:54.854–01:05:57.964] 都为一群人看，你们去短视频上看看。
[01:05:58.726–01:06:05.996] 什么小猫小狗掉进坑里，那种短视频玩播率相当高，你也不认识的。哎，我跟你说，都搞不好，都不是咱中国的狗。
[01:06:06.918–01:06:10.508] 你不知道哪儿的狗，谁家的狗，对吧？它掉坑里了。
[01:06:12.390–01:06:13.132] 你也看半天。
[01:06:14.374–01:06:16.044] 我们先就看这三种模型。
[01:06:17.382–01:06:21.004] 他们分别是什么模型？他们是有什么样的魔力？
[01:06:21.766–01:06:26.636] 引起了大家的追索型注意力。我们说钓鱼钓鱼是个啥模型？
[01:06:27.942–01:06:29.324] 钓鱼是个欲望保险。
[01:06:33.062–01:06:40.652] 这个老头有个明确的欲望，他有个行动目标，这个行动目标虽然很简单，但是很明确。
[01:06:41.414–01:06:42.732] 在这种情况下。
[01:06:44.134–01:06:46.476] 就有人愿意付出。
[01:06:47.142–01:06:49.836] 追溯型要注意力去follow这件事情。
[01:06:51.526–01:07:03.436] 你看是不是很神奇，对吧？有些同学说啊有些同学说，哎操那些人就是闲的，一看就是一帮不务正业的人在那看我们这种正经人。
[01:07:04.102–01:07:04.748] 才不看。
[01:07:05.574–01:07:08.172] 同学们，我也自认为是一个正经人。
[01:07:09.158–01:07:12.652] 我也其实我也没有在那围观过老头钓鱼。
[01:07:14.022–01:07:15.148] 但是我告诉大家。
[01:07:16.614–01:07:17.420] 包括我。
[01:07:18.150–01:07:20.396] 包括自认为正经人的你们。
[01:07:22.694–01:07:23.500] 每一个人。
[01:07:24.710–01:07:28.044] 从那个老头身边经过的话。
[01:07:29.094–01:07:31.436] 你都会低头看一眼他的头。
[01:07:34.822–01:07:36.364] 你怎么就那么忍不住呢？
[01:07:37.158–01:07:38.668] 你怎么这么没出息呢？
[01:07:39.494–01:07:46.284] 低头看了一眼他的头，虽然只花了一秒钟，但是你这一秒钟被这个陌生的老头给拿下了呀。
[01:07:47.430–01:07:48.940] 你以前有多少个疫秒啊？
[01:07:49.574–01:07:52.908] 我们说张一鸣拿走你不少一秒，人家就是。
[01:07:53.414–01:07:53.900] 对吧。
[01:07:54.470–01:07:59.468] 字节跳动，马上就中国首富，对吧？马云拿走你很多个一秒。
[01:08:01.062–01:08:05.324] 人家也是那么首富，对吧？马化腾拿走你很多个疫秒。
[01:08:05.798–01:08:06.988] 人家也是对吧？
[01:08:08.518–01:08:12.012] 也是也也也也首富，曾经也首富。
[01:08:13.190–01:08:14.988] 这老头怎么还拿走你一秒呢？
[01:08:16.646–01:08:19.820] 既然你的每一秒都这么值钱，为什么还被这个老头拿走一秒？
[01:08:20.582–01:08:22.092] 对吧你不要清高。
[01:08:22.758–01:08:24.460] 任何人的疫秒他都能拿走。
[01:08:25.638–01:08:27.148] 因为他有一个明确的。
[01:08:29.510–01:08:30.764] 有一个明确的。
[01:08:32.390–01:08:32.940] 目标。
[01:08:33.702–01:08:36.172] 那为什么明确的目标能拿走你的时间呢？
[01:08:36.678–01:08:40.748] 这不就是我们说的吗？可验证范围内的期待呀。
[01:08:41.734–01:08:43.852] 可预期范围内的期待呀。
[01:08:44.486–01:08:47.372] 这个老头钓鱼这件事情，你为什么看见那桶？
[01:08:48.870–01:08:50.444] 你想知道他掉没钓到。
[01:08:51.110–01:08:53.996] 你想知道他钓了个啥鱼，多大？
[01:08:55.846–01:09:01.612] 这不就是你的预期，你的验证吗？你根本不关心那个老头，你不爱他。
[01:09:03.142–01:09:03.980] 你不爱他。
[01:09:04.742–01:09:05.676] 你只爱自己。
[01:09:06.534–01:09:08.524] 你只关心我猜的到底对不对。
[01:09:09.574–01:09:10.764] 你不关心那个老头。
[01:09:11.462–01:09:14.156] 那老头回家中午回家炖鱼也没叫你去呀。
[01:09:15.462–01:09:22.380] 是吧你不关心他，关心的是你自己。因为你有一个可预期范围内的期待。
[01:09:23.302–01:09:23.948] 这就叫。
[01:09:24.806–01:09:25.420] 忘他。
[01:09:27.206–01:09:29.804] 我们说来下棋也有很多人看，对不对？
[01:09:30.534–01:09:32.236] 下棋也总是为一群人啊。
[01:09:32.966–01:09:33.516] 为什么？
[01:09:34.470–01:09:39.948] 同理套用这个可预期范围内的期待，可验证的期待。
[01:09:41.574–01:09:45.164] 因为下棋的模型更简单呀，这叫博弈呀。
[01:09:46.150–01:09:47.084] 是不是啊？
[01:09:47.782–01:09:50.604] 这叫哎弈咋写？这叫博弈啊。
[01:09:51.270–01:09:53.388] 博弈必有输有赢啊。
[01:09:55.174–01:10:00.652] 所以这个模型也是一个非常容易验证的一个期待呀。
[01:10:03.846–01:10:05.260] 博弈对吧？
[01:10:14.182–01:10:17.644] 而且我们说看下棋的那帮人真的关心。
[01:10:18.470–01:10:19.564] 谁输谁赢吗？
[01:10:20.102–01:10:25.228] 真的关心这俩老头A赢还是B赢吗？A赢和B赢对他们来说。
[01:10:25.862–01:10:28.524] 没有区别，对观众来说。
[01:10:29.478–01:10:33.708] 我们关心的是什么？我们关心的是我你看我说应该这么走吧。
[01:10:35.878–01:10:42.476] 哎，你看我说你看这一步走的好，对吧？你看他就赢了，我们验证的还是自己的期待，爱的还是自己。
[01:10:44.550–01:10:45.388] 我们说坑。
[01:10:47.718–01:10:48.300] 对吧。
[01:10:49.574–01:10:50.636] 看到有人掉坑里了。
[01:10:53.062–01:10:54.028] 看到有人掉坑里了。
[01:10:57.958–01:10:58.860] 那我们验究什么呢。
[01:10:59.526–01:11:00.812] 验证的是脱困。
[01:11:02.662–01:11:06.636] 脱困是也是一种非常古老而传统的故事模型。
[01:11:07.174–01:11:08.940] 也是我们非常愿意验证的。
[01:11:09.638–01:11:13.932] 我们看他怎么脱困，为啥？因为我们说啊。
[01:11:14.854–01:11:15.980] 影视啊。
[01:11:16.550–01:11:18.604] 故事啊，它永远是个梦。
[01:11:19.270–01:11:30.988] 陷入困境是也是我们梦里面经常会出现的情况。同学们啊，我们梦里面也经常陷入困境啊，让人追，让人堵上了，让人揍了，对吧？
[01:11:31.750–01:11:40.044] 高考高中考试答不完卷了，忘拿笔了是吧？这些梦经常出现这些事经常出现在你们梦里吧。
[01:11:40.550–01:11:43.820] 为啥呀？因为你们先天就害怕遇到困境啊。
[01:11:46.054–01:11:47.980] 影视作品不就是梦的放大吗？
[01:11:51.462–01:11:51.884] 拨款。
[01:11:55.558–01:11:56.108] 当然了。
[01:11:56.678–01:12:02.508] 与脱困相反的，如果那个老头很爽，如果那个老头正在爽，你也会看。
[01:12:03.654–01:12:07.596] 就你看到一个老头倒霉，你会看。如果看到那老头正在爽。
[01:12:08.422–01:12:09.260] 你也会看。
[01:12:10.662–01:12:14.892] 他在低处你会看它的坑里你会看它在高处你会看。
[01:12:15.590–01:12:16.812] 正在数航，比如说。
[01:12:17.606–01:12:18.668] 老头中彩票了。
[01:12:22.438–01:12:23.724] 一个老头中彩票了。
[01:12:24.198–01:12:27.148] 一定会获得我们所有人的。
[01:12:28.710–01:12:30.860] A和T我们的最作性注意力。
[01:12:32.390–01:12:33.036] 同学们。
[01:12:33.702–01:12:36.108] 如果你听说一个人中彩票了。
[01:12:36.614–01:12:38.700] 你马上会发出好几个。
[01:12:39.846–01:12:43.596] 这个这个这个这个连续的问题中了多少？
[01:12:44.550–01:12:45.644] 交完税还剩多少？
[01:12:46.726–01:12:47.564] 他怎么画？
[01:12:48.998–01:12:53.228] 我们都很想知道，对吧？我们告诉他啊，他买了个车，买什么车？
[01:12:54.822–01:12:55.340] 是吧。
[01:12:56.006–01:12:56.524] 为啥？
[01:12:57.062–01:12:58.284] 为啥你这么关心啊？
[01:12:59.142–01:13:02.092] 他买那个车，他他开的时候，他也不会让你坐的。
[01:13:03.686–01:13:04.172] 为啥？
[01:13:05.894–01:13:07.052] 梦呀。
[01:13:07.814–01:13:09.196] 你没有这个梦吗？
[01:13:10.438–01:13:11.756] 你不也有这个梦吗？
[01:13:12.678–01:13:13.068] 对吧。
[01:13:13.798–01:13:19.500] 所以说你看与坑相反的那老头如果爽了，他掉坑里了，你也看他上去了，你也看。
[01:13:21.254–01:13:24.364] 这是上去了一年看，你看啊这个不就是。
[01:13:25.446–01:13:27.564] 很多影视故事的基本类型嘛。
[01:13:29.926–01:13:32.588] 我们说一个明确的w，这叫什么？
[01:13:33.606–01:13:37.452] 如果以望头为支点做的话，那这就不就是金羊毛吗？
[01:13:41.318–01:13:43.340] 对不对？那不就是金羊毛吗？
[01:13:44.326–01:13:46.252] 我们说来博弈类型。
[01:13:47.110–01:13:50.860] 这个对手如果很强，跟你足够强，你也很强，两强相遇。
[01:13:52.134–01:13:53.548] 这不就是超级英雄吗？
[01:13:56.166–01:13:56.620] 对吧。
[01:13:58.118–01:14:01.452] 这不就是超级英雄嘛？当然了这个对手如果。
[01:14:02.886–01:14:04.460] 如果是你的一个目标。
[01:14:05.190–01:14:06.412] 那也可以是这样嘛。
[01:14:07.110–01:14:07.628] 对吧。
[01:14:09.126–01:14:12.332] 我们说来掉坑里很可能就是个鬼屋嘛。
[01:14:13.382–01:14:14.828] 你出不来就死在那儿了嘛。
[01:14:16.326–01:14:16.876] 对不对？
[01:14:18.758–01:14:24.652] 我们说老头如果很爽，很爽，有多种形式啊？假设是中彩票，那不就是如愿以偿吗？
[01:14:27.526–01:14:27.980] 对吧。
[01:14:31.174–01:14:31.916] 我们说来。
[01:14:34.342–01:14:37.740] 这些事情啊都能获得我们的追溯型注意力。
[01:14:38.374–01:14:40.268] 但是这个追索型注意力啊。
[01:14:41.350–01:14:42.220] 很短暂呀。
[01:14:43.014–01:14:48.044] 就像我刚才说的，我说那个那个那个我们看那个老头桶里有没有鱼，就看了一秒钟啊。
[01:14:48.998–01:14:53.068] 对吧我们就看了一秒钟，一秒钟那个撑不起一个电影啊。
[01:14:54.022–01:14:56.620] 对吧一秒钟太短，我要长一点。
[01:14:57.318–01:14:57.868] 那咋去？
[01:14:58.566–01:15:02.316] 不如说从这个模型你有这个模型了，你可以放大呀。
[01:15:03.078–01:15:07.564] 假设我从那边旁边走，一个老头在钓鱼，我看了一眼他的头。
[01:15:08.102–01:15:10.060] 然后往前走，就花了一秒钟时间给他。
[01:15:10.598–01:15:12.812] 这时候我听到旁边有人窃窃私语。
[01:15:14.758–01:15:17.868] 说这老头儿老里头不简单。
[01:15:18.758–01:15:22.956] 他是他年轻的时候是亚洲钓鱼大赛冠军。
[01:15:24.134–01:15:28.268] 是吧曾经破过亚洲纪录，一分钟在那个什么。
[01:15:28.902–01:15:31.756] 什么湖上吊起过什么100多斤的。
[01:15:33.062–01:15:37.292] 草鱼是吧？你一听我操亚洲钓鱼冠军。
[01:15:37.926–01:15:47.468] 我操，那我得看看是不是啊亚洲钓鱼冠军，你这辈子遇到过另外一个吗？我一个也没有遇到过，对吧？你肯定想看看。
[01:15:48.710–01:15:49.580] 肯定想看一会儿。
[01:15:50.150–01:15:52.556] 你有可能就多花一分钟给他。
[01:15:53.190–01:16:04.236] 反正一看哎时间也没有那么着急，上班也没有迟到看一分钟吧。你看从一秒钟就变成了一分钟。我们只不过给这个老头加了一个简简单单的人设。
[01:16:06.278–01:16:07.884] 加了一个简简单单的人设。
[01:16:09.926–01:16:11.500] 然后你看了一分钟，觉得。
[01:16:12.070–01:16:16.812] 手法是挺熟练的对吧？但其实不还是钓鱼嘛？又刚要走。
[01:16:17.318–01:16:20.076] 然后旁边人说，我操，你别看老头一分钟没掉上来。
[01:16:20.678–01:16:21.548] 你知道为什么吗？
[01:16:22.438–01:16:23.916] 老时现在眼睛瞎了。
[01:16:24.614–01:16:26.220] 年轻的时候是钓鱼冠节啊。
[01:16:26.694–01:16:28.108] 现在他已经瞎了。
[01:16:29.030–01:16:30.604] 因为瞎了才退役的嘛。
[01:16:31.174–01:16:32.652] 所以今天他在忙掉。
[01:16:33.254–01:16:35.404] 我说你本来要走，你是盲跳。
[01:16:36.614–01:16:42.284] 我这辈子还没见过有人能忙掉啊，他完全靠手法捏那个线，就知道上钩了没有吗？
[01:16:42.886–01:16:44.076] 就不用看片儿。
[01:16:45.638–01:16:46.924] 我操，那我得看看。
[01:16:47.430–01:16:50.124] 是吧而且看他它到底真没真，是不是真瞎了。
[01:16:50.982–01:16:52.108] 又多看好几分钟。
[01:16:54.246–01:16:56.172] 是不是？那为什么又多看了呢？
[01:16:57.894–01:17:01.196] 因为我们在人设中又增加了一个缺陷。
[01:17:02.310–01:17:03.340] 增加了一个缺陷。
[01:17:06.246–01:17:18.220] 我们说来你看他钓鱼本质上其实看他的看的是他的这个w，看的是他的这个行动目标，对吧？因为这个行动目标让你产生了想要验证的一个。
[01:17:18.918–01:17:20.588] 呃，期待想要研究。
[01:17:21.766–01:17:23.372] 那我们这个目标可不可以放大？
[01:17:24.806–01:17:25.260] 对吧。
[01:17:26.150–01:17:27.020] 目标可不可以放大？
[01:17:28.134–01:17:28.748] 比如说。
[01:17:29.702–01:17:30.220] 他。
[01:17:32.358–01:17:33.260] 钓这个鱼。
[01:17:33.830–01:17:34.444] 是。
[01:17:34.982–01:17:35.980] 这个这个这个。
[01:17:36.678–01:17:38.828] 家里有个孙女儿。
[01:17:39.846–01:17:51.276] 生病了对吧？没有钱治病，也没有钱给他买东西吃。刚做完手术，现在呢就想钓条洗钓条鲫鱼，给孙女熬汤喝。
[01:17:52.166–01:17:53.068] 把这个目标放大。
[01:17:53.798–01:17:54.156] 对吧？
[01:17:55.174–01:18:04.972] 甚至哎你如果没有没有直观的想想象的话，那个老头手里还有你孙女的照片，那一看哎这小女孩挺可怜的对吧？
[01:18:06.118–01:18:07.820] 我说你看又凭空又多看几分钟。
[01:18:09.670–01:18:13.356] 我们说还可以，这就是目标方大，还可以引用对手，对吧？
[01:18:13.862–01:18:15.020] 来了个小伙子。
[01:18:15.718–01:18:21.612] 他是退役的钓鱼冠军，小伙子是正当年的钓鱼冠军。
[01:18:22.694–01:18:23.916] 做它上游。
[01:18:25.254–01:18:26.188] 也开始钓鱼。
[01:18:28.390–01:18:29.004] 而且。
[01:18:29.510–01:18:34.604] 装备比他先进，对吧？鱼饵比它多，在俩打窝，把鱼都吸引过去。
[01:18:35.782–01:18:39.180] 又引入一个对手，对吧？再引入一个时间所。
[01:18:39.718–01:18:44.940] 几点钟钓不到是吧？老头说到中午要是钓不到，我就跳河死掉。
[01:18:45.542–01:18:48.748] 啊，或者旁边有人个拿枪逼着他们。
[01:18:49.286–01:18:51.596] 对吧谁钓不到就干掉谁。
[01:18:52.262–01:18:55.372] 谁先掉到就干掉另外一个掉的慢的，这不就是鬼屋吗？
